source1_entity_id	matched_entity_ids
S1-326825112	S2-364935638,S2-481957429,S2-74463804,S3-497076676
S1-326920362	S2-207969498,S2-735515954,S3-919524930,S3-930293756
S1-326937840	S2-366468837,S2-64365150,S2-937371555,S3-808498128
S1-327325151	S2-371180519,S2-602885257
S1-327510317	S2-365864753,S3-262469207,S3-601905154
S1-327811328	S2-3925997,S2-40209713,S2-709496730,S2-973957800,S3-138838193,S3-538169593,S3-547894385
S1-327916128	S2-289503087,S3-341299471
S1-328828277	S2-350086796,S2-571164874,S3-304478476,S3-761215046
S1-329333831	S2-55773359,S2-561948336,S2-659850968,S3-17011401,S3-179691043
S1-329335033	S2-726879503,S2-84683836,S2-8659442,S2-902937630,S3-699958779
S1-329642680	S2-521423276,S3-304116903,S3-478424500
S1-330232473	S2-510665270,S3-49030901
S1-331217957	S3-523102593
S1-332544672	S2-319715846,S2-521170317,S2-872635492,S3-426418825,S3-480651291
S1-332715948	S2-183154674,S3-311108019,S3-37234338
S1-33315303	S2-730066871,S3-344169205
S1-334093330	S2-75210924,S2-843526511,S3-634767274
S1-335301031	S2-211145788,S2-448236984,S3-693616346,S3-794706278
S1-33537044	S2-439782541,S3-96795992
S1-33572761	S2-1834540,S3-357100199,S3-554471551,S3-844825937
S1-335967956	S2-721067079,S3-211445042
S1-336044801	S2-152074753,S3-237226075
S1-336181930	S2-946250300,S3-176531708,S3-244780549,S3-545593604
S1-337525428	S2-599849450,S3-65648512,S3-989691698
S1-337620970	S2-12371494,S2-263109239,S3-111900465,S3-758338739,S3-998962817
S1-33765893	S2-791595459,S3-142530480,S3-309241569,S3-615279873,S3-753219655
S1-339424423	S2-11393049,S2-376134515,S3-834300193
S1-339585535	S2-106046520,S3-479311596
S1-340002312	S2-695967713,S2-698038588,S3-406191037
S1-340767126	S2-195261985,S3-841212060
S1-340781146	
S1-34081350	S2-19031834,S2-901532309,S2-939750325,S3-800508294
S1-34181833	S3-244796689
S1-342022479	S2-205760059,S2-218703225,S3-476585534
S1-342223702	S2-601304093,S2-674769801,S2-912995593
S1-342562820	S2-873437879,S3-722447169
S1-34267226	
S1-342716661	S2-255138205,S2-539530584,S3-177736308,S3-303530013
S1-342750841	S2-498105879,S2-778643640,S3-561972533
S1-342807694	S3-808732887
S1-343264189	S2-152587827,S2-357379424,S3-169945644,S3-758202649
S1-34332569	S3-48819832,S3-99558505
S1-343904895	S2-586466595,S2-821223193,S3-68879554,S3-749101696,S3-960427675
S1-344152319	S2-25350937,S3-613342865,S3-952342593
S1-344339220	S2-20632645,S3-493382415,S3-786843573
S1-34485676	
S1-345259097	S3-195094009,S3-716007185
S1-345613773	S3-913728685
S1-345682993	S2-589633796,S2-909309567,S3-261213433,S3-933772639
S1-346207371	S2-121472098,S2-205733706,S3-583217863,S3-79990438,S3-816647190
S1-34703985	S2-259476734,S2-406825588,S2-668519172,S3-415577310,S3-781312709
S1-347452328	
S1-347760092	S2-51472024,S3-854908885
S1-348229916	S2-354857928,S3-739710909,S3-864704645,S3-962616403
S1-348589678	
S1-348776573	S2-10978575,S2-335833448,S2-39942603,S3-456880116
S1-349014820	S2-807736507,S2-85641765,S3-38652558,S3-544749460,S3-927427388
S1-349550100	S2-521365226,S2-695711560,S3-696360594
S1-349700230	S2-140999943,S3-364824959,S3-416953644
S1-350802863	S2-642656414,S3-462071168
S1-350850589	S3-529821241,S3-674789301
S1-350938452	S2-270383037,S3-149025096
S1-351093285	S2-653026364,S2-670587577,S3-34847135
S1-351318881	S2-518121566,S3-133407571,S3-190930138,S3-460712893,S3-952017491
S1-352604543	S3-324274188
S1-353411751	S3-823764893
S1-353515837	
S1-354068386	S2-42086154,S3-66651703,S3-674439401
S1-356528508	S2-920753297,S3-249231530,S3-510025950,S3-835961262
S1-357295155	S3-287910045
S1-358132912	S2-699036590,S3-138668722
S1-35815025	S2-214174838,S2-936258167,S3-196463087,S3-837388464
S1-358188421	S2-344136768
S1-358500669	S2-37824669,S2-715804224,S3-214125577
S1-358601891	S3-73088457
S1-358743745	S2-320301899,S2-711412437,S2-91064684,S2-93507203,S3-204946879,S3-356623615,S3-668440196,S3-907655973
S1-359033061	S2-592255150,S2-615426019,S3-756975640
S1-35908111	S2-392006261,S3-272846089,S3-76647500,S3-809113811
S1-359573250	S2-314701061,S3-835757968,S3-985097632
S1-359931067	S2-539185150,S2-768618180,S3-197923160
S1-360541610	S2-994370150,S3-880429192,S3-900815384
S1-360994973	S2-674500345,S3-264877609,S3-904601379
S1-361163422	S2-457473547,S3-196862585,S3-402230621,S3-940970250
S1-361859792	S2-573726039,S2-810585553,S3-45324372,S3-938952505
S1-361917992	S2-402728614,S2-429337251,S2-654828494,S2-721441831,S3-166923898
S1-362174	S2-513179890,S3-297875365
S1-362827315	S2-32233749,S3-667426491
S1-363797505	
S1-363830668	S2-338239104,S3-731781184
S1-363881648	S2-22664626,S3-835748978
S1-364072434	S2-200044737,S2-809019440,S3-526600715
S1-364282301	S2-172283761,S2-487283955,S3-315339696,S3-319087531
S1-364479937	S2-22460399,S3-188490337
S1-364589143	S2-950244623,S2-973647242,S3-15902678,S3-241865027,S3-942868
S1-364640465	S2-521436338,S2-578940944,S2-628283,S2-89787158,S3-34683564
S1-365227711	S3-431057189
S1-365396425	S2-235104006,S2-797146183,S3-130267472
S1-366219412	S2-200425371,S2-639069323,S2-695142293,S2-873324139,S3-152203193,S3-7534519,S3-778640565
S1-366446177	S2-236292422,S3-240865984,S3-505448541,S3-53708900,S3-989173135
S1-366675304	S2-281033600,S2-976130581,S3-330976637,S3-745554953,S3-797537628
S1-366858211	S2-864939451,S2-904058698,S2-923847176,S3-47077800,S3-694763557,S3-781283407
S1-367291716	S3-135476577
S1-368004430	S2-15775722,S2-918698434
S1-368456765	S2-252516600,S3-54211794,S3-547908271
S1-368953797	S2-771197888,S3-233818305
S1-369436315	S2-285217173,S2-618756465,S3-101700699,S3-242128691,S3-50519418,S3-540488249
S1-369638968	S3-635211709
S1-370318467	S2-101321580,S2-112041948,S2-357703624,S3-189508780,S3-835406027,S3-903789984,S3-968492634
S1-370419392	S2-280234582,S2-692660861,S3-543379345,S3-548580459,S3-631859282,S3-807229780
S1-370712658	S2-406613999,S2-510938652
S1-371733566	S2-372118633,S3-153541941
S1-372053738	S2-913087203,S3-793046109,S3-910149721
S1-372729487	S2-58292698,S3-165914852
S1-373175641	S2-255375077,S2-861990087,S2-876923828,S2-971675389,S3-411123432
S1-37324492	S2-782854650,S2-822695626,S2-985107817,S3-996043145
S1-37324680	S2-449024730,S3-523598884,S3-762869982,S3-929706117
S1-373418207	S2-169181735,S2-299119012,S2-396375008,S3-129861439,S3-186646809,S3-948745744
S1-373446305	S2-105914370,S2-646190744,S3-513325766
S1-373474207	S2-513557811,S2-876451503,S3-106183492,S3-46248033,S3-912258900
S1-373635517	S3-947694541
S1-373673673	S2-411474058
S1-37388827	S3-277821506,S3-368210811
S1-374387221	
S1-374434926	S2-225450619,S3-989224927
S1-37465102	S2-106706895,S2-515511266,S3-226356013,S3-601101321
S1-375092160	S3-113056029
S1-37707491	S2-646391085,S2-721473332,S3-158504939,S3-605933846
S1-377186602	S2-440612475,S2-996457755
S1-377309209	S2-545617299,S2-645633135
S1-377614419	S2-269090894,S2-450971738,S3-197811342,S3-347363136,S3-391833606
S1-377860031	S2-395530804,S3-19768521,S3-444782564
S1-377966619	S2-810737942,S3-160747785
S1-377982562	S2-573549147,S2-893820946
S1-378342084	S2-499936767
S1-379301216	S2-232449077
S1-379477038	S2-155519059,S2-665892768,S3-295266620,S3-660979836,S3-713637793
S1-379528977	S3-156270950,S3-844261190
S1-379530924	S2-115234948,S2-491633655,S2-647273937,S3-512594846,S3-658317936,S3-678706514
S1-380356603	S3-429137099
S1-38092686	S2-40668200,S2-496645410,S3-73517775,S3-833567819,S3-9252009
S1-381081367	
S1-381540720	
S1-381777317	S2-455308351,S3-296474056,S3-460948453,S3-882240867
S1-381887294	S2-219652309,S2-248552020,S2-569042059,S2-765976480,S2-767419271,S3-269152957
S1-382237627	S2-160527912,S3-373499500,S3-518520495,S3-797686049
S1-382264455	S2-475291985,S2-839257379,S3-556632519,S3-78629542
S1-382419422	S2-666622036,S2-835686272,S2-846071488,S3-533948827,S3-782124688,S3-815276239
S1-383557821	S3-990520076
S1-384906201	S2-113486444,S2-161336706,S2-281878251,S3-931271292
S1-385503077	S3-523416359
S1-385515723	S2-41045294,S3-177227315,S3-537381170
S1-386164811	S3-467518644
S1-386951554	S2-492165030,S2-639993890,S2-875416315,S3-391150010,S3-45894313
S1-38697523	S2-128336825,S3-160925133,S3-808121490
S1-387942393	S2-993633388,S3-807079063
S1-388001906	S2-445028406,S3-15430678,S3-688940232
S1-388253939	S2-594816816,S2-637244284,S2-889838611,S3-763752163
S1-388288035	S2-993177905,S2-996978931
S1-388433680	S2-524699319,S3-203745097,S3-409162995
S1-388909305	S2-352914560,S2-850205272,S3-432751947,S3-555224996,S3-929964561
S1-389198170	S2-483427215,S2-600362635,S3-622599146
S1-389821786	
S1-389979959	S2-389268894,S2-533545280,S2-809561765,S3-345229084
S1-390822631	S2-112606130,S2-184429388,S3-921554060
S1-390872819	S2-352623889,S2-462510815,S2-539266338,S3-645838370
S1-39136321	S2-618207614,S3-491078141
S1-392618598	S2-972121793,S3-710627057
S1-392743694	S3-534781117,S3-552828469
S1-393421739	S2-344532692,S2-483881316,S2-780925221
S1-393640506	S3-43782882,S3-500540861,S3-767043203
S1-393821550	S3-834097756,S3-982314025
S1-393893683	S2-29702641,S2-806548925,S2-858660470,S3-617528981
S1-393903055	S2-304655498,S2-54308139
S1-394059493	S2-495719099,S2-818643215,S2-927354102,S3-604101671
S1-394064735	S2-679387227,S2-890567305,S3-12375700,S3-213741099,S3-431980550,S3-992260794
S1-394531291	S2-43158936,S2-902428501,S3-950262439
S1-394836603	S2-396207833,S3-553132331,S3-730172530
S1-395101858	S2-745631179,S3-125349372,S3-887679741
S1-395392795	
S1-395511449	S2-168755841,S2-593108722,S3-189655861,S3-198034355,S3-904002905,S3-993564740
S1-395702775	S2-138982346,S2-343604402,S2-792561409,S3-181501896
S1-396024629	S2-413659134,S2-890073079,S2-935875382,S3-193180305,S3-288991022,S3-524215366,S3-888486409
S1-396121751	S3-266177011,S3-534387241,S3-861977030
S1-3962839	S2-348843327,S2-593589165,S3-213843175,S3-436084914
S1-396887487	S2-409226893,S2-840879546,S3-27989128,S3-834714215
S1-397198421	S2-21969303,S2-782728509
S1-39772599	S2-249985990,S2-88674945,S2-972400675,S3-62276542,S3-958152743
S1-399162471	S2-865059882,S3-417700401
S1-399532884	S2-114208311,S2-189818352,S2-568270220,S2-99459072,S3-658866162
S1-399761147	S2-702309664,S2-719123615,S3-139792243,S3-257700316
S1-400281816	S2-152119056,S3-732632153
S1-400537875	S2-732574533,S2-871686913,S3-318112523
S1-40155311	S3-182041461,S3-193319320,S3-224937591
S1-401952529	S2-721622047
S1-402086837	S2-888086320,S3-620151182,S3-74814169,S3-824785669,S3-896873447
S1-402272627	S2-733943092,S3-590995040,S3-831581600
S1-402439052	S3-350204352,S3-605649756,S3-725852735
S1-403457719	S2-703908165,S3-918510730
S1-403573726	S2-200421653,S3-517998254
S1-404129787	S2-13993842,S2-994246357,S3-468733758
S1-404777375	S3-521177134,S3-76889919
S1-404995167	S2-692204351,S2-784386291,S2-878974315
S1-405130209	
S1-405201	S2-368285408,S3-304939292,S3-456317085,S3-793734305
S1-405518824	S2-20840394,S2-585034509,S2-644921940,S3-201712443,S3-273604953,S3-917340909
S1-405521342	S2-298737486,S2-921599532,S3-495160595
S1-405659542	
S1-406066720	S2-426655253,S2-917913519,S3-351226034,S3-93625988
S1-406152256	S2-332427640,S2-48600062,S3-213367983,S3-804612212
S1-406318464	S2-933891703,S3-597725973
S1-406527539	S2-293210348
S1-40707936	S2-81685787,S3-35690066
S1-407485321	S2-401413145,S3-413295383,S3-422747368
S1-408183471	S2-682144149,S2-84740239
S1-410278615	
S1-410428114	S2-680746778,S3-899461401
S1-41058451	S2-519859158,S2-703060363
S1-411166759	S2-731395435,S2-929740995,S3-731161941,S3-962313945
S1-412022174	S3-170404952,S3-77979620
S1-412124814	S2-474406393,S3-353531025,S3-432036190,S3-557960677
S1-413366406	S2-727467683,S3-53398556,S3-828384314,S3-89724815
S1-413884258	S3-109276807,S3-137644449,S3-652664233,S3-999216571
S1-414390428	S3-430343689
S1-416106884	S2-302303729,S2-424621360,S3-173901513,S3-366436158
S1-416123909	S2-404480450,S2-50631710
S1-416525796	S2-298948594,S3-868115034,S3-946169986
S1-418168747	S3-264723863,S3-651655634,S3-741181049,S3-772893214
S1-418414550	S3-810320845
S1-418672738	S3-345804323,S3-601197066,S3-796313018
S1-418849995	S2-429259396,S3-33484655,S3-682897049,S3-762505918,S3-815329866
S1-419625791	
S1-419686091	S3-611604983
S1-419922883	S2-748151670,S3-474237833
S1-421304085	S2-962741797,S3-485387285
S1-421319885	S2-84394449,S3-27003168,S3-978547272
S1-422100345	S2-958457475,S3-517313779
S1-422237198	S2-635968531,S3-15538015,S3-416046132
S1-423565136	S2-390224090,S3-329172031
S1-423700237	S2-237172168,S3-651393441
S1-423880917	S2-947432222,S3-138800454,S3-313676282,S3-785367528,S3-909358706
S1-423973106	S2-762614150
S1-424158750	S2-567418524,S3-382878313,S3-412802247
S1-424513994	
S1-425029735	S2-236190743,S2-747698604,S3-156430990,S3-382987341,S3-90910928
S1-425087749	S2-477328884,S2-52169617,S3-69937943
S1-425713334	
S1-426137654	S3-321244810,S3-517135813
S1-426702569	S2-367489307,S2-985193882
S1-426972643	S2-940042592,S3-163357592,S3-32136352
S1-427101995	S2-634643072,S3-161048905,S3-244903944,S3-275109125
S1-428779552	S3-744108445,S3-958101276
S1-430126073	S2-204476320,S3-722272473,S3-905950836,S3-956144654
S1-430175506	S2-652249480,S3-932436143
S1-430241671	S2-637766944,S2-897242963,S3-176095152
S1-430639396	S3-194887837,S3-346236019,S3-710016946
S1-431442616	S3-598348652
S1-431867032	S3-698507983,S3-865084108
S1-431993897	S2-777244017,S3-577397816
S1-432062191	S3-409274145,S3-777231317,S3-979527990
S1-432340801	
S1-4329987	S2-384007666,S2-507889943,S2-991421240
S1-433173953	S2-699233472
S1-433422708	S3-815199005
S1-434002281	S2-761021116,S3-745145866
S1-434161485	S2-309832557,S2-516650782,S3-709962730
S1-435159240	S3-101811194,S3-208692427,S3-747804890
S1-435261305	S2-334456582,S2-943204760,S2-947280959,S3-224640315,S3-352118115,S3-554362677
S1-435426646	S2-71265003,S2-952124934,S3-257257670,S3-497300065,S3-569685695
S1-4356385	S2-405211198,S2-586339418
S1-435764640	S2-543546865,S3-364529952,S3-59138341,S3-91481361
S1-435820103	S2-829292582,S3-176299773,S3-262620109,S3-468178278,S3-629435422,S3-962006545
S1-436036202	S3-276398157
S1-436107441	
S1-436247087	S2-800455231,S2-871788438,S3-544592667
S1-436611196	S2-502579410,S3-178473387,S3-765902149
S1-436640256	S2-453740967,S2-644161166,S2-920544402,S3-382614178
S1-438307294	S3-654711138,S3-693874238
S1-438665300	S2-804035363,S3-411783455,S3-787281505
S1-439117512	S2-44069402,S2-526895027,S2-96258376,S3-167057593
S1-439203736	S2-21514581,S3-805439682
S1-440158475	S3-571678324
S1-44102077	S2-495782459,S3-746448791
S1-441822798	S3-304675434
S1-442262521	S3-268675162
S1-442624598	S2-657014035,S2-701895160,S2-729066141
S1-443383960	S2-53189980,S3-514737217,S3-694004337
S1-443395761	
S1-443405762	S2-409439712,S2-752339594,S3-430090495,S3-79950172
S1-44397798	S2-421910247,S2-790720495,S3-32487976
S1-44414728	S2-335408753,S2-780382741
S1-444946073	S2-691996291,S2-909877218,S3-241337800,S3-400139650
S1-444978633	S2-491966502,S2-740834297,S3-887481059
S1-44511991	S2-852960984
S1-445383442	S2-479586087,S2-493961191,S3-580839119,S3-834088015
S1-446229083	S3-312104436
S1-446766985	S2-24495402,S2-626423546,S3-315967576,S3-377983155,S3-861113570
S1-446933443	S3-702544430,S3-791244389
S1-447078252	S2-257777697,S3-755582590
S1-447521690	S2-536816939
S1-447690712	S2-902689548,S3-11441378,S3-189584212
S1-447747292	S2-397086295,S2-534768162,S2-947883486
S1-44785280	S2-63149135,S2-925668631
S1-448367080	S2-722589032,S3-536033420
S1-448467370	S2-240778023,S3-747716077
S1-448989961	S2-35095552,S3-602047721,S3-747471050,S3-985760946
S1-449176880	S2-588486453,S3-176088965
S1-449387618	
S1-449644448	S2-179667187,S2-593123156,S3-250625969
S1-449838181	S3-253265851
S1-451492072	S2-727138020,S2-808049219,S3-912980460
S1-451496142	S2-369727829,S2-822989674,S3-576681460,S3-951264668
S1-452378977	S2-305961635,S2-576035838,S2-685388931,S3-290812564,S3-322604144,S3-351933911,S3-65799397
S1-45257038	S3-215010021
S1-45275723	S2-130718985,S2-466114429
S1-455385190	S2-597655278,S2-845380404,S3-884880323
S1-45575585	S2-724349201,S3-813096391,S3-975257382
S1-455886423	S2-401166227,S2-935404164,S3-788721488
S1-45643116	S3-364082274
S1-456624929	S3-18030743,S3-305024835,S3-481230476
S1-457616829	S2-22206642,S3-193027200,S3-264516622,S3-787457971,S3-828319320
S1-458530988	S2-60461710,S3-277442423
S1-459123424	S2-444077592,S2-538263601,S3-528488124
S1-460500435	S2-310950959,S3-709477578,S3-733262139
S1-460658692	S2-72271114,S2-855495334,S3-374084651,S3-610927353
S1-460718306	S3-664601597,S3-827676518,S3-998005988
S1-461070808	S3-298526588,S3-327112503,S3-519826347
S1-461222117	S2-224731399,S2-427370911,S2-497549106
S1-461741774	S2-425686241
S1-461930804	S2-857775046,S3-555387786
S1-462264126	S2-11364233,S2-763112282,S3-100052035,S3-483831900,S3-760116858,S3-865165128
S1-462720339	S2-174385570,S2-869304021,S3-550729549
S1-462925245	S2-396807925,S2-448863776,S3-145765007
S1-463989307	S2-682677381,S2-975956412,S3-471054880,S3-766264364
S1-464054746	S2-673733365,S3-354453096
S1-464095516	S2-80487795,S2-80666529,S3-359509730,S3-49996510,S3-678656076
S1-464387602	S2-214350415,S2-41613706,S2-478143516
S1-464455049	S2-256272676,S3-373128144,S3-469039417
S1-464958840	S3-610650867,S3-704539981
S1-465483754	S2-869754084,S3-19657102,S3-545301434,S3-75558002
S1-465559531	S2-793258763,S2-852377890,S3-56659692
S1-466548212	S2-318270886,S2-610173860,S2-818789440,S3-178196185,S3-327051861,S3-4087277,S3-644499047,S3-869141111
S1-467258400	S2-153870987,S2-559850886,S3-455040435,S3-470498201
S1-46732045	S2-188446683,S3-52706750
S1-46775767	
S1-468256744	S2-472142201,S3-734503964
S1-469020714	S2-293266243,S2-582375388,S2-888804087,S3-591676368,S3-898679250,S3-960510194
S1-4695272	S3-130885920,S3-417060094,S3-608585508,S3-661882105,S3-709900751
S1-469978997	
S1-470840183	S2-277198605,S3-32731706,S3-445799702,S3-842478333
S1-471121926	
S1-471700224	S2-827461283,S2-978971631,S3-799568899,S3-916380547
S1-472045820	S2-551592407,S2-615197053,S2-673303728,S2-683565821,S2-771902620,S3-575104727
S1-47287979	S2-85806637,S3-217357996,S3-428780340
S1-472982223	S2-662305344,S3-161011441,S3-496758515
S1-475183963	S2-678168181
S1-476147248	S2-342029909,S2-468043029,S2-569052502,S2-630398553,S3-688516080
S1-476646646	S2-803079596,S2-998439249,S3-262263890,S3-411505203
S1-476960066	S3-184261658
S1-477379702	S2-107407723,S2-327409915,S2-572247534
S1-477484556	S2-635483151,S2-83917861,S3-939847000
S1-478018521	S2-428217517,S2-651173879,S2-739576321,S2-75062028,S3-867682638
S1-478264034	S2-602799165,S3-158009967,S3-432721278,S3-443224397,S3-802103468,S3-875080686
S1-478678903	S2-843411244,S2-960651288,S3-253698048,S3-287090447
S1-47874709	S2-356540907,S3-83269707
S1-479333266	S3-304105220,S3-468706636,S3-799517569,S3-812592232,S3-848540117
S1-480168095	S2-193136760,S3-944143176
S1-482245935	
S1-482793213	S2-127466759,S2-67380192,S2-853189607,S3-488326675
S1-482809334	S2-408823268,S2-530918517,S3-456764251
S1-484621864	S2-61860079
S1-484804641	S2-159721630,S2-350571391,S2-529691294,S2-70694667,S3-572423402,S3-609528785,S3-904929913,S3-91053106
S1-485746878	
S1-486337381	S2-363126276,S3-560912223,S3-702692950,S3-830567810
S1-486611515	S2-26246739,S3-332008079,S3-71465446
S1-487014673	S2-179933097
S1-487099073	S2-13003028,S2-763301286,S3-835154586
S1-487319583	S2-367424206,S2-454567419,S3-440867752
S1-487827045	S2-820216126,S3-736360013
S1-487953195	S2-416737309,S3-256299153
S1-488471428	S2-626997430,S2-642873158,S3-480816783
S1-488612925	S2-373361607,S2-966720705,S3-530423389,S3-641513385
S1-489206468	S2-652912487,S3-582659983,S3-914937055
S1-489844228	S2-104360838,S2-364113291,S3-427495920,S3-66911035
S1-491769280	S2-22281412,S2-88526846,S3-268779424,S3-575592985,S3-627796964
S1-493064466	S2-724251372,S2-809135496,S3-349113791,S3-606052211,S3-677031513,S3-965653056
S1-493409214	S3-162581920,S3-350794739,S3-672145717,S3-943544754
S1-493974496	S2-349523922,S2-756607560,S3-183714391,S3-935816141
S1-494535287	S2-658495121,S2-994284921,S3-436722390,S3-822726747
S1-495551624	S2-467602358,S3-509147535,S3-630125731
S1-495733265	S2-343324185,S2-474672894,S2-74218051,S2-998893961,S3-134113906,S3-277750409,S3-520561399,S3-9658583
S1-496592466	S2-326457046
S1-496613226	S3-168792034,S3-255570068,S3-58344582,S3-691488012
S1-496704470	S2-232802418,S2-342470883,S3-719254646,S3-749229462
S1-496780343	S2-701019903,S3-36834067
S1-498835536	S2-57742506,S2-599406996,S3-446483870
S1-499430434	S2-669592567,S3-101816562
S1-49951170	S2-609218503,S3-282736373,S3-545434974,S3-612536635,S3-700705702,S3-781754619
S1-499693638	S2-174730579,S2-277504564,S2-284098219,S3-656285080
S1-499777510	S2-753205658,S3-260201275
S1-499904798	S2-947726385,S3-614071233,S3-684255840
S1-499922133	S2-52810815,S3-193640689
S1-500141710	S2-206375656,S2-233067542,S3-118776978,S3-752866648
S1-500460624	S2-471984220,S3-280624212,S3-570743990
S1-50047731	S2-804477362,S3-51420433
S1-500755346	S2-194545285,S2-790921898,S3-339381661
S1-500805242	S2-533038055,S2-625622940,S2-712833005,S3-189077583
S1-501127978	S2-337704248,S2-867320619
S1-501425080	S2-588807921,S2-891076862
S1-501627799	S2-271449782,S2-329974529,S2-379072302,S2-496938068,S3-91797453,S3-925607977
S1-502241174	S2-346406647,S2-446164359,S2-596672371,S3-897941220,S3-925694422
S1-502457589	S2-441292064,S2-442189433,S3-494071065
S1-503885567	S3-233843295,S3-896592941
S1-503939857	S2-752208701,S3-398278271
S1-504003514	S2-42600585,S3-339753775
S1-504261681	S2-155056488,S2-79285582,S2-944428013,S3-32527493,S3-400442937,S3-594124389,S3-98429597
S1-504668450	S2-797281843,S3-755895713,S3-913974867,S3-916692692
S1-505371001	S2-430928708,S2-823887080,S2-832499571,S3-552018113
S1-50588991	S3-747731484
S1-506278527	S2-66824594
S1-50673223	S2-184847407,S2-541495170,S3-795674317
S1-50749491	S2-535234616,S3-392056578
S1-508143165	S2-759672392,S2-851893009,S3-914248269
S1-508156081	S2-484484361,S2-7369546,S3-115338483,S3-763068706,S3-858847753,S3-983443406
S1-508180600	S2-703669701,S3-27718049,S3-324710977,S3-847578644
S1-509346614	S2-321252130,S3-109459561,S3-629764864
S1-509510761	S2-263359563,S3-159232212,S3-272943814
S1-50961247	S2-467127682,S2-517815249,S2-597322698,S2-658119391,S3-130123131
S1-509905357	S3-963215154
S1-509961458	S2-39401740,S2-842050450,S3-381495437
S1-510094365	
S1-510397945	S2-152783751,S2-363101833,S3-276359107,S3-93209404,S3-989794026
S1-51067386	S2-235094417,S2-391932992,S2-409877704,S3-677661134
S1-511050981	S2-95290799,S3-619657040
S1-511076246	S2-752334650,S3-460884632
S1-511919719	S2-790309019,S2-875294271,S3-740568021
S1-512344357	S2-434033292,S3-210876611,S3-307799118,S3-384956956
S1-512944500	
S1-513311458	S2-315713642,S3-449217720
S1-513407139	S2-630586931,S2-712565474,S3-124122399,S3-147742565,S3-250902997,S3-812671546
S1-514059871	S2-857440200,S3-448637357,S3-617126829
S1-514278589	
S1-515901528	S2-456852126,S3-267522291
S1-516366640	S2-965056058
S1-516734255	S3-159238066,S3-797992142
S1-51717185	
S1-517433608	S2-168079422,S2-722699073,S2-744021189,S3-275343585,S3-879194812
S1-517834254	
S1-51810842	S2-158092373,S2-448208203,S2-502478846,S3-318291740,S3-516104249
S1-518120038	S2-668622329,S3-124154515,S3-648819438
S1-518385859	S2-283583167,S3-27643093,S3-465047161,S3-687823918
S1-51846404	S2-226949816,S2-424558293,S3-66021109,S3-698214016
S1-51934670	S2-64791018,S3-441441118
S1-519719760	S2-750006505,S3-233416465,S3-280188226,S3-81447858
S1-520326187	S2-149730375,S2-670544850,S3-182069051,S3-460803636
S1-52054281	S2-690041411,S2-927030238,S3-1336350,S3-256000545
S1-520633869	S2-373498471,S2-64784272,S2-66353313,S2-955157396,S3-151483777,S3-247337661
S1-520640086	S2-459132407,S2-69646035,S3-922113020
S1-520686987	S2-337001549,S2-411110069,S2-565139482,S2-707184630,S3-680860144,S3-776343839,S3-808252297,S3-938465794
S1-520722573	S2-998420561,S3-805470021
S1-521322892	S2-457216418,S3-211811904,S3-678799065,S3-9872788
S1-521336346	S2-140915486
S1-521622133	S2-68527986,S3-608948975,S3-669046537
S1-521782533	S2-285761233,S3-734272775
S1-522583300	S2-329902008,S2-581360829,S3-174177799
S1-523368208	S2-608149969,S3-752103864,S3-999874978
S1-523910636	S2-430960608,S2-754557039,S3-600890382,S3-64062627,S3-898989588
S1-524655338	
S1-524887516	S2-61165185,S2-667563940,S2-897016646
S1-525094023	S2-736941983,S2-909653095,S2-926788796,S3-259578593
S1-525571842	S2-684712397,S2-939510568,S3-972991295
S1-526135254	S2-930107675,S3-288663010
S1-526828096	S2-993389450,S3-282713634
S1-527328101	
S1-527768007	S2-371099745,S3-449539930,S3-608748513,S3-867385503
S1-529401235	S2-419671988,S3-259742334,S3-528742929
S1-529587698	S2-414648345,S2-486045131,S2-986836846,S3-23396880,S3-62365509,S3-926950135
S1-529739058	S2-710605769,S2-951096953,S3-46533944
S1-530087827	S2-208801361
S1-530113118	S2-147229379,S3-110670715,S3-167620110,S3-68187634
S1-530552317	S2-932348349,S3-140112858,S3-576144582
S1-530787440	S3-274633879
S1-531429114	
S1-531618210	
S1-532282131	S2-345657944,S2-92131211,S3-904280983
S1-532325191	
S1-532563960	S2-64783866,S3-687391276
S1-532862675	S2-755913588,S3-231159764
S1-533520548	S2-47705533,S2-641557771,S3-845540641,S3-877907506
S1-53407617	S2-391923638,S2-442953611,S3-567388966
S1-534154706	S2-977668308
S1-534427177	S2-383135524,S2-543784772,S2-931657723,S3-877409940
S1-535875591	S2-483758285,S2-972254904,S3-114897369,S3-275378319,S3-608590923,S3-963502184
S1-536101922	S2-375332463,S2-679900714,S2-792999082,S3-842334233,S3-894932954
S1-536131982	S2-336832233,S2-350643322,S3-102701092
S1-536922323	S2-872850150,S2-877390437,S3-792501104
S1-537258022	S2-653699761,S3-678607085
S1-537580574	S2-204074353,S2-748260253,S3-131240350,S3-147900480,S3-972945742
S1-537939350	S2-847044580,S2-945452641,S2-984381577,S3-295774732,S3-408888442
S1-5387491	S2-300568681,S2-322583574,S2-393281300,S2-679214297,S2-908598964,S3-273802020,S3-315106567,S3-784625823
S1-538751082	S2-136238269
S1-539406463	
S1-539495572	S2-107224734,S2-149501617,S2-529450094,S2-708128149,S3-336203068,S3-61028169
S1-541260963	
S1-541785695	S2-280777255,S3-24651872,S3-755165934
