source1_entity_id	matched_entity_ids
S1-334463092	S2-343915003,S2-35172265,S2-490341969
S1-334490648	
S1-334633983	S3-446776423,S3-866305811
S1-33464380	
S1-33474219	S2-128480785,S2-744900921,S3-791710839
S1-334800096	S2-975963885,S3-610760364,S3-759481885,S3-901090187
S1-334800733	S2-592854058,S3-571794330,S3-965499963
S1-334819566	S2-255118984,S2-639245378,S3-43015445,S3-563177434,S3-795833154,S3-942652353
S1-335003094	S2-332469816,S2-92380365
S1-335102446	S3-103546990,S3-590190457,S3-99806842
S1-33537044	S2-439782541,S2-703571182,S3-96795992
S1-335410368	S2-641588290,S2-919094784,S3-335615748
S1-335480046	S2-618690308,S3-641675208
S1-335489670	S2-454469149,S2-7057374,S3-76101358
S1-335555197	S3-361420187,S3-489131989
S1-335908661	S2-114371080,S2-381623956,S2-919166436,S3-646405738,S3-739655997
S1-335977005	S2-464324361
S1-335981579	S2-457305981,S3-19674142
S1-336106837	S3-81317362,S3-845679297
S1-336114214	S2-724205295,S3-182810932
S1-336159801	S2-201472209,S3-442925727,S3-653443439
S1-336261705	S2-128946954,S2-763070308,S2-979914952
S1-336289277	S2-188718979,S2-868278404,S2-968860494,S3-298353769,S3-367055173
S1-336467888	S2-639825705,S2-746636969
S1-33660251	S2-649469867,S2-779652866,S2-900086607,S3-406045701
S1-336626930	S2-721104739,S3-387272831
S1-336696596	S2-585825133,S3-820418163
S1-337244895	S2-941962998,S3-809488428,S3-829997172
S1-337349157	S2-260246690,S2-394948616,S3-562424213,S3-84628373
S1-337350576	S2-276333039,S2-773578783,S3-270646326,S3-772968250,S3-83547714
S1-337397588	S3-217406382,S3-395617484,S3-961506976
S1-337415439	S2-626598836,S3-338251579
S1-337456094	S2-549420417,S3-207360253,S3-653450258,S3-944378866
S1-337493951	S2-211601107,S2-941123475,S3-452502139
S1-337530222	S2-459496694,S2-587831993,S3-354884850,S3-403198423,S3-968665370
S1-337647154	S2-279034951,S2-348121716,S2-399314184,S3-119836244,S3-793070799
S1-33765893	S2-791595459,S3-142530480,S3-309241569,S3-615279873,S3-753219655
S1-337753262	S2-846314941
S1-337936061	S2-341407097,S2-549298961
S1-337985178	S2-266258184,S2-53809196,S3-392506918,S3-7750855,S3-872857411
S1-338081675	S2-208033501,S3-537406816
S1-338127886	S2-421257207,S2-469839510,S2-551967998,S2-684448981,S2-903499155,S3-153352766
S1-338284293	S2-257954743,S2-336767213,S2-360131280,S3-160000515,S3-35011702,S3-851576927
S1-338370642	S2-696390114,S3-979118559
S1-338426679	S2-311030770,S3-568140258,S3-634741165
S1-33846299	S2-542368646,S3-248499631,S3-874921975
S1-338631549	S2-107732416,S2-215143563,S2-858188768,S2-884910560,S3-49910719
S1-338748376	S2-365521004,S2-938134046,S3-40671721
S1-338864090	S3-292215346,S3-615640829,S3-879563953
S1-338924716	S2-202800345,S3-746082068,S3-95743657
S1-33893427	S2-482171418,S3-123068489,S3-91437701
S1-339022581	S2-826527303,S3-579667002
S1-339046208	
S1-339165868	S2-291859809,S3-685179729
S1-339189381	S2-399240760,S2-761125086,S3-658168914,S3-798726408,S3-877838878,S3-981253982
S1-339324273	S2-28372240,S3-280676630
S1-339338323	S2-486198497,S3-383361356,S3-597263267
S1-339545528	S2-308102913,S2-650295367,S3-146499873,S3-502668307
S1-339631632	S2-431694213,S3-414576365,S3-980295811
S1-339634557	S2-366700008
S1-339732052	S2-607931397,S2-671480859,S2-92343675,S3-141917533,S3-348418966,S3-866121607
S1-339798310	S2-309463219,S2-577852811,S3-825109284
S1-340205307	S2-274879650,S3-626363668,S3-627752974,S3-76736170
S1-34025022	S2-794057034,S3-784935971,S3-963589227
S1-340541169	S2-212092006,S2-425824581,S3-76285859
S1-340667786	S3-694235399,S3-747716726,S3-865208488
S1-340767126	S2-195261985,S3-841212060
S1-340914514	S2-199205519,S2-248720788,S2-480822831,S2-703701333,S3-592058433,S3-847353396,S3-895512266
S1-340939283	S2-443289551,S2-764758646,S3-769316034,S3-948736213,S3-960042296
S1-340960863	S2-737106721,S3-446082550
S1-341190214	S2-611391966,S2-754208435,S3-40510235,S3-714575151
S1-341406434	S2-169671686,S2-201023547,S3-152792779,S3-721746125
S1-341535502	S3-488166500
S1-341535934	S2-757879224,S3-120967244,S3-465884856,S3-508558757,S3-918469936
S1-341564472	S2-907636929,S3-143931248,S3-436453764,S3-716551395
S1-341638714	S2-880155724,S3-157148638,S3-343938408,S3-749185961
S1-341673564	S2-324059104,S2-716094441,S2-802349398,S3-292240098,S3-38543207
S1-342037402	S2-54758787,S3-219057361,S3-767297125
S1-342139815	S2-353546152,S2-389359876,S3-669870798
S1-342575976	S2-105337366,S2-507855661,S3-388878763,S3-793154482
S1-342617088	
S1-34267226	
S1-342692898	S2-111554287,S3-815316682
S1-342729490	S2-104275215,S2-154081913,S3-607633621,S3-949334426
S1-342775990	S2-45636276,S2-707207931,S3-648350663
S1-342874727	S2-108944269,S2-285985140,S3-251280253,S3-524502344
S1-342988122	S3-19293730,S3-276173176,S3-951988409
S1-342998519	S2-929605553,S2-944700985,S3-828321771
S1-343056346	S2-173689486,S2-280630103,S2-495130385,S3-12944529,S3-347776156,S3-485758331,S3-586869424
S1-343090608	S2-591567910,S2-644162897
S1-343173420	S3-18193358,S3-436875053,S3-489217842,S3-933412080
S1-343397030	S2-251337176,S3-536747670
S1-343446224	S3-281491492,S3-468855898
S1-343489515	S3-6108927,S3-708303637
S1-343709657	S2-396963081,S2-424899895
S1-343753883	S2-864258832,S3-806781586,S3-815974584
S1-343904895	S2-586466595,S2-821223193,S3-68879554,S3-749101696,S3-960427675
S1-344059227	S2-80992319,S2-955558904,S3-502711450,S3-79214394
S1-344112047	S3-22112381,S3-412334729,S3-896522106
S1-344152319	S2-25350937,S3-613342865,S3-952342593
S1-344318825	S2-408288553,S2-579387979,S2-899627216,S2-959437302,S3-286375653,S3-574169189,S3-796243130
S1-344342827	S2-265706605,S2-280534504,S2-940759595,S3-832627188
S1-344355166	S3-275463429,S3-989673573
S1-344372853	S2-90389194,S3-945583415
S1-344373604	S2-668223608,S3-900668615
S1-34454424	S2-354220687,S3-940790411
S1-344778193	
S1-344786224	S2-408574343,S2-7747203,S3-474295605,S3-539780508
S1-344913318	S3-659749529
S1-34506347	S2-157470703,S3-177550087,S3-286673488
S1-345072922	S2-189120311,S3-89609634,S3-984983835
S1-345199198	
S1-345272579	S2-108381424,S2-597239970,S3-376738573
S1-345300993	S2-400242484,S2-474141026,S3-988598161,S3-993488156
S1-34531979	S2-124750224,S3-45767521
S1-345324700	S2-422803020,S2-424339659,S3-381876478
S1-345506917	S2-470052444,S2-923454380,S3-633982800,S3-764394757
S1-345521170	S2-577259402,S3-281120443,S3-524548311,S3-630004786,S3-796822216,S3-918101954
S1-345575972	S3-245246195
S1-345607746	S2-137983863,S2-558842010,S3-491213195
S1-345682993	S2-589633796,S2-909309567,S3-261213433
S1-345739413	S2-805072958,S3-722211247
S1-345966676	S2-63170367,S2-827230644,S3-524783836,S3-559064990,S3-91356465
S1-34612593	S2-132887756,S3-262914878
S1-346169515	S2-100696834,S2-152659138,S2-420069364,S3-344147638
S1-346207371	S2-121472098,S2-205733706,S3-583217863,S3-79990438,S3-816647190
S1-34627693	S2-212683271,S2-434729612,S2-68602523,S3-158075817
S1-346541990	S2-112018940,S2-767314463,S3-116435833
S1-346570811	S2-617800569,S2-761972648,S2-92845613,S3-136036112,S3-165593150,S3-201858954,S3-329527887,S3-865612591
S1-346605983	S2-179197260,S2-220118193,S2-26264369,S2-431737860,S2-81722727,S3-459188024
S1-346624528	
S1-346681735	S2-370056126,S2-421049955
S1-346726484	S2-423832852,S2-980025883,S3-248084173,S3-682713511
S1-346727299	S3-661265187
S1-346928305	S2-250763591,S2-545285549,S2-725888267,S3-483125168
S1-347022983	S2-126748241,S2-19843495,S2-204567484,S3-972909365
S1-347107208	S2-833011226
S1-347176004	S3-646088999,S3-839246335
S1-347178914	S2-41902597,S2-77505614
S1-347279883	S2-377671447,S2-751482690,S2-878448645,S2-901011917,S3-887172992
S1-347360504	S2-189089952
S1-347371266	S2-247330801
S1-347383673	S2-530281151,S2-730693848,S2-802821445,S3-933095389,S3-94316263
S1-347670299	S2-169340858,S2-456230620,S2-806654163,S2-833367476,S3-138511510,S3-254939105,S3-312355001
S1-34775374	S2-431484582,S2-672513307,S3-915403901
S1-347898560	S2-450714068
S1-348483352	S2-799063511,S3-405088600,S3-552050677,S3-631078708
S1-34851230	S2-382435688,S2-700492655,S2-749858260,S2-831991527,S3-871079664
S1-348554319	S2-379377917,S2-888862506,S3-169621309,S3-418165694
S1-3486889	S2-5313814,S2-937192784,S3-169803190,S3-894465041
S1-348725620	S2-986055548,S3-416825807,S3-632224884
S1-348730611	S2-473373851,S3-313456908
S1-348759122	S3-829371171
S1-348772222	S2-196257808,S2-452694411,S2-978430173,S3-401336374,S3-442998664
S1-348777173	S3-556173258,S3-573474065,S3-787932266
S1-348948344	S2-283425964,S2-798772424,S3-58677235,S3-969276832,S3-999148316
S1-34895615	S2-31136914,S3-144431992
S1-349029606	S2-554569111,S3-765755083
S1-34910211	S2-151109871,S2-74008847,S3-265163383,S3-852786503
S1-349221664	S2-502774512,S2-864609207,S3-103048139
S1-349261362	S2-813175567,S2-944330126,S3-84288688
S1-349390805	S2-136744297,S2-816176837,S2-991861000,S3-240248090,S3-989113227
S1-34942594	S2-143317381,S3-138063036,S3-324248615
S1-349550100	S2-521365226,S2-695711560,S2-859762953,S3-696360594
S1-349625894	S3-767538941
S1-349807755	S2-654941411,S2-887929942,S3-79668293
S1-350132104	S2-869187353,S2-907378021,S2-955721512,S3-502891710,S3-68924249
S1-350285367	S2-831071122,S2-872807553,S3-126374098,S3-567575633,S3-968634736
S1-350306555	S2-564482743
S1-350385388	S2-726089496,S3-148374213,S3-922607426,S3-945856661
S1-350400791	S2-832937771,S2-889824019,S3-143872580,S3-150270414,S3-565580234,S3-994196080
S1-350429208	S2-430878989,S2-867682935,S3-374667949
S1-350516802	S2-355173070,S3-243696255,S3-641710606
S1-350627120	S2-496176396
S1-350756242	S2-767256336,S3-396228663,S3-417339636
S1-350792805	S2-336309489
S1-350813005	S2-51958853,S2-898975850,S2-955665797,S3-761383063,S3-766987652
S1-351040949	S2-219045420,S2-841477213,S2-891279127,S3-161703547,S3-384293799,S3-434998563
S1-351106191	S2-131275777
S1-351141507	S2-112124869,S2-224373217
S1-351307066	S3-160100769
S1-351318881	S2-518121566,S3-133407571,S3-190930138,S3-460712893,S3-952017491
S1-351434378	S2-242513259,S2-282188453,S3-470347109
S1-351711985	S2-842020037,S3-449608917,S3-473031932,S3-99879615
S1-351758333	S2-37692283,S2-872090960,S2-958506782,S3-340359248,S3-736469779
S1-35181942	S3-359081971
S1-351902559	S2-235131464,S2-350390357,S2-372251589,S3-772735924
S1-352183905	S2-720117068,S2-958156285,S3-174646081,S3-355451543,S3-733705078,S3-807532720
S1-35224665	S2-671141536,S3-747936237
S1-352374421	S2-310554330,S2-617525949,S2-838108993,S3-415692431,S3-665308632
S1-352472108	S2-593637108,S3-514653860,S3-904183669,S3-912085146
S1-352549332	S2-21125396,S2-599064396,S2-660493025,S3-193333791
S1-352604543	S3-324274188
S1-352644955	S3-44648389,S3-815926840
S1-352949867	S2-760540168,S2-951616264,S3-105251772,S3-53051046,S3-580279707
S1-353124349	S2-505119573,S3-259129280,S3-412192292,S3-699352231
S1-353490590	S3-168944525
S1-353648090	
S1-353648925	S3-718837892,S3-886085291
S1-35370852	S2-215537956,S2-670692563,S2-931648817,S3-178566474,S3-889568269,S3-88977118,S3-932187721
S1-353865	S2-21691970,S2-606685437,S2-836297525,S3-506032339
S1-353977441	S2-435654850,S3-54616509
S1-354130565	S2-548844922,S3-615350717,S3-776873615
S1-354246161	S2-278505690,S2-323065305,S3-464590533,S3-955536358
S1-35425316	S2-891926819,S2-924577943
S1-35444859	S2-141945284,S3-217983714,S3-314464903,S3-711163868,S3-770561977
S1-354475335	S2-947743442,S2-989021939,S3-210427661,S3-284355610,S3-838563414
S1-354512131	S2-448347351,S2-667212853,S2-980518326,S3-241100714,S3-65462040
S1-354658756	S2-894422309,S3-42585610,S3-540472911,S3-85368925
S1-354692043	S2-765327674,S2-88342356,S2-903557492
S1-354736533	S2-391876866,S2-577250536,S3-288422882
S1-354862735	S2-136455826,S2-196333506,S2-476544781,S3-944763571
S1-354960904	S2-401042779,S2-708476374,S2-880032792,S3-639560488,S3-734364677
S1-35499270	S2-33541289,S3-954722899
S1-355118517	S2-482025321,S2-587246936,S2-686142673,S3-679871849
S1-355236049	S2-266937,S2-657316690,S2-904751962,S2-983479632,S3-685504745,S3-767292440
S1-355250161	S2-397243969,S2-548189842,S2-86038171,S3-87464236
S1-355278772	S2-735874868,S2-885846649,S3-730303984
S1-355303868	S2-2225308,S2-820202262,S2-932945188,S3-271814789,S3-657117669
S1-355416319	
S1-355422302	
S1-355432040	S2-256770623,S2-384467605,S3-559330402
S1-355459985	S2-126066576,S2-557041651,S2-584977416,S3-246779877,S3-787146873
S1-355466531	S2-328730377,S3-294891483,S3-404738421
S1-355502605	S2-21021962,S3-312454538,S3-425356413
S1-355567117	S2-2997874,S2-503496955,S3-693597665,S3-719227577,S3-790630333
S1-355755235	S2-1048282,S3-520046344,S3-625923913,S3-694420300
S1-355911199	S2-157863221,S2-427889612,S2-64045688,S3-807844487
S1-35603732	
S1-356205070	S3-292943001
S1-356257183	S2-460782532,S2-471653419,S3-360943788,S3-762483106
S1-356423000	S2-66180537,S3-802884603
S1-356676564	S2-597309306
S1-356749382	S2-551048542,S3-168511043
S1-356842693	S2-774562917,S3-954262620
S1-356888541	S2-740589575,S3-586289928
S1-356890689	
S1-356968386	S2-649333859,S2-721837129,S2-748307777,S3-612363361
S1-357142962	S2-341214269,S2-761199296,S3-322078660,S3-508129111
S1-357145635	S2-24101872,S2-451630875,S2-763144602
S1-357173307	S3-213954984
S1-357210881	S2-101235273,S2-730175691,S3-936386233
S1-357310008	S2-318940365,S2-346022398,S3-156980204,S3-175454744
S1-357465595	S2-35864025,S3-617531440
S1-357493128	S2-990851017,S3-617740623,S3-64261295,S3-702870393,S3-75540061
S1-357583237	
S1-357604775	S2-707250384,S3-560992221
S1-357627716	S2-73392138,S2-910821105,S3-294834005,S3-37435425,S3-623451816,S3-644353450,S3-952035174
S1-35772234	S2-184885556,S2-670666050,S3-308628886,S3-368988414
S1-357745893	
S1-357840753	S2-711589988,S3-672919291,S3-785902717
S1-358081127	S3-617415051,S3-665293192,S3-786560119
S1-358105699	
S1-358107063	S3-517798226,S3-718759493,S3-809129876
S1-358188421	S2-344136768
S1-358247068	
S1-358252696	S2-258200507,S3-269241524,S3-313855242,S3-860560320
S1-358290479	S2-394401806,S3-937131368
S1-358392129	S2-256537522,S2-573187142,S3-238430365
S1-358526047	S2-227540492,S3-44723815,S3-907431648
S1-358540284	S3-629235220
S1-358639574	S2-428415834
S1-358743745	S2-320301899,S2-711412437,S2-91064684,S2-93507203,S3-204946879,S3-356623615,S3-668440196,S3-907655973
S1-358774831	S2-17461120,S2-747546332,S3-690755284
S1-358850703	S2-272830064,S2-322763657,S2-586712826,S2-955069380,S3-123901073,S3-396154635
S1-358898767	S2-605453429,S3-221020386,S3-483697156
S1-359033061	S2-592255150,S2-615426019,S3-756975640,S3-922126216
S1-359063335	S2-132345468,S3-71889508
S1-35908111	S2-392006261,S3-272846089,S3-76647500,S3-809113811
S1-359173849	S2-11255430,S2-309714416,S2-368587804,S3-131201701,S3-245353901
S1-359266823	S2-505564209,S3-493441029,S3-987896711
S1-359432458	S2-330966748,S2-571665665,S3-332420159,S3-335047838,S3-733228190
S1-359453169	S2-46668987,S2-782062411,S3-2042220,S3-222091627,S3-467190968
S1-359566165	S3-441658376
S1-359595400	S3-729264017
S1-359809359	S2-26328409,S3-94506260
S1-359892659	S2-21058226,S2-292005787,S3-222732190
S1-360043464	S2-636460493,S3-221487517,S3-899445714
S1-360104744	S2-872580283
S1-360463908	S2-627837405,S2-635888851,S3-867929626
S1-360503863	S3-124216815,S3-245459673,S3-358711159
S1-360533221	S2-264866463,S3-160940052
S1-360541610	S2-783230321,S2-994370150,S3-880429192,S3-900815384
S1-360653134	
S1-360655431	S2-115261547,S2-454415070,S3-373013667,S3-768543027
S1-360896902	S2-442372283,S3-379668920
S1-360988774	
S1-360996455	S2-238291901,S2-383211986,S3-691847882
S1-361029393	
S1-361032995	S3-614387548
S1-361146986	
S1-361196183	S2-472223807,S3-536328793,S3-621805283,S3-839252805
S1-36130435	S2-228287648,S2-353267009,S2-528316871,S3-211621405
S1-361540708	S2-158023593,S2-509244606,S3-366300028
S1-361549178	S2-311219942,S2-761234953,S2-823889019,S3-102278710,S3-705283429
S1-361606290	S2-723413472,S3-323370077,S3-666219693
S1-361662895	S2-176154456,S3-644161520
S1-361698134	S2-850720803,S3-540034901
S1-361703153	S2-621211081,S2-746759096,S3-567387363,S3-716900023
S1-361708196	S2-201548312,S3-132287774,S3-694538873
S1-361711531	S2-655740745,S2-734885191,S2-904850940,S3-651594565
S1-361755478	S2-427821713,S2-559908497
S1-361911531	S2-518131863,S2-850486901
S1-361914611	S2-388988505,S2-760983751,S2-991717420,S3-773646041
S1-361962669	S2-464392618,S3-99764998
S1-362087867	S2-355689767,S3-511874561,S3-738141528
S1-362107893	S2-715751152,S2-831876306,S3-197572809,S3-307438837,S3-930288023
S1-362344824	S3-227507802,S3-401179725,S3-609603376,S3-703376493
S1-362412848	S2-318324164,S2-659264531,S2-826700113,S3-370475548
S1-362487370	S2-266129966,S2-563419278,S2-753131873,S3-740988447
S1-362542076	S2-425506089,S2-692365774,S3-666179440
S1-362549254	S2-237395156,S2-388515447,S3-256163107,S3-545613200,S3-895664283
S1-362595293	S2-126629721,S2-286574892,S2-983075942,S3-841074923
S1-362605488	S2-131368819,S2-703825974,S3-762255896,S3-776853392,S3-889364398
S1-36265848	S2-864623818,S3-297620603,S3-484637454,S3-646634277,S3-776666404
S1-362693141	S2-740606842,S2-917172591
S1-362756396	S2-864947904,S3-973518543
S1-362760904	
S1-362810411	S2-291477630,S2-587105272,S3-260606102,S3-379201180,S3-76370364
S1-36281409	S3-594260895,S3-677700497
S1-3631425	S3-553851067
S1-363149215	S2-96881641,S3-689059490,S3-809713083,S3-820139066,S3-835237156
S1-363252960	S2-147727889,S2-511208327,S2-804664566
S1-363301988	S2-410097080,S2-641321425,S2-836542031,S3-180284176,S3-492815619,S3-782438949
S1-363323902	S2-105353049,S2-504926546,S3-509009097,S3-762693282
S1-363349323	S2-932317331,S3-350729303,S3-799907161
S1-363579293	S2-854174567,S3-63399716
S1-363612314	S2-419018620,S2-690416606,S3-711118365,S3-713079019
S1-363624040	S2-608434400,S3-233963209,S3-405302326,S3-790210612
S1-363676875	S2-256010768,S3-331181367
S1-363786010	S2-202333795,S2-74247612,S3-839858542
S1-364028913	S2-584608674,S2-756999138,S2-760319390,S3-320253293,S3-324236460,S3-739100742
S1-364072434	S2-200044737,S2-809019440,S3-526600715
S1-364103505	S2-33284876,S2-542651490,S3-147668331,S3-431163436,S3-513268589
S1-364317383	S2-365133273,S2-620024706,S3-159693252,S3-865902434
S1-364847930	S3-229534011,S3-958498260
S1-3649954	S3-602307143,S3-733717804
S1-365037180	S2-298880704,S2-410375264,S2-678360643
S1-365075128	S2-649063139,S2-821430392,S2-859837064,S3-258216278,S3-775672438
S1-365211489	
S1-365231028	S2-130101437,S2-207269176,S2-644481177,S3-623023371
S1-365292304	S2-240876109,S2-614944668,S2-808121385,S2-84257747,S3-349239991,S3-494062159,S3-650764079
S1-365659717	S2-640877996,S2-670611022,S3-693818764
S1-365715573	S2-583802893,S2-624811386,S2-76769460,S2-859496688,S3-274344476,S3-448893132
S1-365834094	S2-313037038,S2-87372801,S3-220905939,S3-737362928
S1-365899390	S2-242619878,S3-47565546
S1-365927702	S2-228327550,S2-729912625,S2-902095380,S3-588565413
S1-365928200	S2-219292835,S2-446923056,S2-764049015,S3-193187521,S3-625536487,S3-697685940
S1-36593723	S2-779644887,S3-111305036,S3-253729425,S3-673275673
S1-366219412	S2-200425371,S2-639069323,S2-695142293,S2-873324139,S3-152203193,S3-7534519,S3-778640565
S1-366310100	
S1-366371944	S2-637775599,S3-292783784,S3-658986037,S3-734891080,S3-857166906
S1-366525907	S2-293882008,S2-534520354,S2-591762777,S2-771558758,S3-842394622
S1-366582600	S2-705833994
S1-366671570	S2-389870467,S2-679117280,S3-980522330
S1-366825438	S2-241369582,S2-378998020,S3-278032413,S3-366647254,S3-810595836,S3-929406797
S1-366981532	S2-523119980,S2-612381877,S2-814708810,S3-848419341
S1-367000671	S2-367545528,S3-170015629,S3-784565362
S1-367027550	S2-432875804,S2-843736408
S1-367030244	S2-103476765,S3-486502866,S3-779659262
S1-367048953	S2-123664447,S2-242325343,S3-858433662
S1-367102785	S2-277591669,S3-726970918
S1-367359650	S2-159882291,S2-844605576,S3-149267314,S3-612020080
S1-36782759	S2-470305832,S2-501439017,S3-807830431
S1-367831647	S2-523247038,S3-780515617
S1-367879967	S3-136157651,S3-525477155
S1-368004430	S2-15775722,S2-918698434
S1-36817212	S2-375258248,S3-416886052,S3-753582686
S1-368214661	S2-431656407,S2-610819907,S2-752484402,S3-166349845,S3-181537753
S1-368507381	S3-432636331
S1-368514069	S2-268679698,S2-486413054,S3-165191482,S3-753251299,S3-831335750
S1-369157312	S2-161528782,S2-540361156,S2-642851682,S3-46743889,S3-92549232
S1-369165716	S2-347800451,S2-566388282,S2-587965137,S3-103017095,S3-566201680,S3-790351351
S1-369166869	S2-485475731,S2-513830993,S3-469605539,S3-549543699
S1-369241446	S2-862990711,S2-890701036,S3-894513718
S1-369451691	S3-109451855,S3-447896960
S1-369710074	S3-266531834,S3-491868034,S3-567007059
S1-369726971	S2-56187614,S2-889957342,S3-63599565,S3-851816664
S1-369781892	S2-283444038,S2-427296377,S2-516409317,S3-115888887
S1-369787360	S2-235867937,S3-183515025,S3-211303775,S3-354220520,S3-485971357,S3-764322373
S1-369886929	S2-392860739,S3-891386093,S3-916043324
S1-369971255	S3-256131156,S3-7802224
S1-370004419	S2-563563665,S2-656611146,S2-919453715,S3-333399789,S3-534348507
S1-370050481	S2-846375173,S3-545862195
S1-370217384	S2-112732714,S3-126439346,S3-724837397
S1-370231599	S2-348622498,S2-513221749,S3-363406166,S3-448119795,S3-819109385
S1-370548581	S2-635316240,S2-87166891,S3-138678635,S3-740906280
S1-37057910	S3-485598031
S1-370592591	S2-848908575,S2-904527216,S3-81022864
S1-370599271	S2-212386900,S3-75777182
S1-370656890	S2-374001845,S3-771852733,S3-987547428
S1-370717001	S2-138974510,S2-259294378,S2-400738455
S1-370825065	S2-252390975,S3-237410791,S3-408593769
S1-370891337	S2-369078733,S2-437310921,S2-891225255,S3-259052531,S3-546744040,S3-688389203
S1-370912647	
S1-370969039	S2-378644651,S2-497222428,S2-80686032,S2-820284409,S3-132556811,S3-204371781,S3-578429223,S3-936973407
S1-371109556	S2-225278163,S2-687434336,S2-945448729,S3-420076785,S3-943788403
S1-371115800	S2-32438363,S2-378715817,S2-895050937,S3-547762039,S3-665759784
S1-371281747	S2-57006119,S3-276699343
S1-37137412	
S1-371422701	S2-549636045,S2-806676179,S3-562477503
S1-371504223	S2-249143724,S3-154117347,S3-545553425,S3-599239336
S1-371649542	S2-346289412,S2-544347935,S2-625252110,S2-664403332,S3-638798085,S3-726595431,S3-980508915
S1-37170523	S2-405581172,S2-557268814,S3-481571435,S3-549238868,S3-590414597,S3-979470996
S1-371865453	S3-463658072,S3-82188428,S3-908535188
S1-371900790	S2-123716822,S2-149154102,S3-396064034,S3-893358315
S1-372208102	S2-206531687,S2-2331167,S2-912437510
S1-372271548	S2-70982701,S3-953651095,S3-958026231
S1-372416828	S2-525441195,S2-561130954,S2-994445055,S3-219999794
S1-372567687	S2-43012492,S3-292741223,S3-667411686,S3-677747991
S1-372675685	S2-356226953
S1-372707899	S3-779781972
S1-372721519	S2-408783895,S3-567012151,S3-892595976,S3-892819568
S1-372758564	S2-112969709,S2-533176209,S3-929386719,S3-946938873
S1-372763667	S2-215244555,S2-243204443,S3-198100486,S3-962915161
S1-373059957	S2-116840727,S2-622964793,S3-456262021,S3-913863617
S1-37313343	S2-571146309,S2-985687501,S3-341548005,S3-549341011
S1-373136070	
S1-373180865	S2-220303526,S2-611338876,S3-766908428
S1-37324492	S2-782854650,S2-822695626,S2-985107817,S3-996043145
S1-37324680	S2-449024730,S3-523598884,S3-762869982,S3-929706117
S1-373359201	S2-61174077,S2-742660325,S2-920543220,S2-922406894,S3-177397845
S1-373470983	S3-878700835
S1-373474207	S2-513557811,S2-876451503,S3-106183492,S3-46248033,S3-912258900
S1-373542813	S2-442558257,S3-230251128,S3-763282948,S3-942398108
S1-373550028	S2-18670316,S3-749992933
S1-373687217	S2-880425293,S3-164792599
S1-373738906	
S1-373811760	S2-174844319,S2-836243366,S3-906944897
S1-374063770	S2-326558850,S2-740469982,S3-489739329
S1-374085520	
S1-374180384	S2-576164267,S2-832029878,S3-350088637,S3-882120071,S3-917108845
S1-37434507	S2-764550183,S2-786771634,S2-930542062
S1-374460213	S2-224287648,S2-479515392,S3-114693052
S1-374516083	S2-190353825,S2-443482395,S2-826986995,S2-965100925,S3-250520430,S3-874694332
S1-374529811	S2-39133110,S3-200972066
S1-374618734	S3-245343266,S3-258543458
S1-374621273	S2-258894230,S2-458744657,S3-454212151,S3-656077374
S1-374697244	S2-909602139,S3-419580351
S1-374740164	S2-613572353,S3-703601760,S3-815272281
S1-375092160	S3-113056029
S1-375110099	
S1-375233640	
S1-375252686	S3-147218277,S3-528167650,S3-960291501,S3-984315749
S1-375257505	S2-184888785,S3-381810361,S3-988968952
S1-375276390	
S1-375357724	S2-317845984,S2-55042061,S2-764606323,S3-224544342,S3-370324641,S3-998864872
S1-375382437	S2-40192732,S2-739272402,S3-343000240,S3-839708845
S1-375668632	S2-616244026,S2-645373329,S3-638294442,S3-798951144
S1-375804983	S2-184206029,S3-177841835
S1-375856039	S2-398870427,S2-618503034,S3-353382805,S3-50310879
S1-375921922	S2-908852656,S3-826652860
S1-376182597	S3-608860356,S3-663914312
S1-376411742	S2-118323665,S2-285754104,S2-701823432,S2-79947304
S1-376541351	S2-363403974,S2-99758511,S3-217951632,S3-404734519
S1-376548311	S2-177472862,S2-347668203,S3-460724734
S1-376553674	S2-791807638,S2-954171392,S3-425295084,S3-639436044,S3-933207149
S1-376794557	S2-830173843,S3-173138337,S3-526662972,S3-884045723
S1-376880764	S2-12907976,S2-303839229,S3-179193198
S1-377045202	S2-508389159,S2-731410369,S3-281891401,S3-525668054
S1-377177087	
S1-377190998	S2-827461332,S3-252393532,S3-699031125,S3-880915366,S3-88333419
S1-37726663	S2-348783
S1-377301545	S2-313779858,S3-291093759
S1-377390065	S2-417879306,S2-90561846,S3-868282182
S1-377478259	S2-265086606,S3-42761911,S3-834293255
S1-377580447	S2-452484610,S3-840889625,S3-963466537,S3-991220789
S1-377860265	S2-280862085,S2-302675038,S3-633591650
S1-377910843	S2-692121758,S3-225995617,S3-389880662,S3-803783584
S1-378006796	S3-183831273,S3-923723369
S1-378028216	S2-595714556,S3-541851804,S3-782814360
S1-378028484	S3-179594534,S3-523985632,S3-725846744
S1-378118983	S3-386306613
S1-378176892	S2-612657972,S3-593901048
S1-378195746	S2-544058108,S3-652992574,S3-983200389
S1-378358362	S2-741426321,S3-339814504,S3-885966232
S1-378412360	S3-844898222,S3-877279771
S1-378452576	S2-133816294,S2-723800343,S3-333469809
S1-378543726	S2-373081036,S2-400584467,S2-776042984,S3-164973633,S3-18071742,S3-500932332
S1-378632296	
S1-378683654	S2-233270767,S3-144389287
